"";"Distribuidor ID";"Cliente ID";"Producto ID";"Territorio Venta ID";"Cantidad";"Precio Unitario";"tipo"
"245";514;-1;415;6;2;198,036;"Botellas"
"246";514;-1;271;6;8;202,332;"Botellas"
"247";514;-1;433;6;5;324,4527;"Botellas"
"248";514;-1;381;6;5;600,2625;"Botellas"
"249";514;-1;453;6;3;35,994;"Botellas"
"250";514;-1;216;6;5;20,1865;"Botellas"
"251";514;-1;459;6;5;53,994;"Botellas"
"252";514;-1;422;6;4;67,539;"Botellas"
"253";514;-1;254;6;2;183,9382;"Botellas"
"254";514;-1;447;6;5;15;"Botellas"
"255";514;-1;373;6;3;1308,9375;"Botellas"
"256";514;-1;417;6;3;324,4527;"Botellas"
"257";514;-1;456;6;5;44,994;"Botellas"
"258";514;-1;368;6;2;1466,01;"Botellas"
"259";514;-1;435;6;4;324,4527;"Botellas"
"260";514;-1;445;6;2;35,994;"Botellas"
"261";514;-1;327;6;1;469,794;"Botellas"
"262";514;-1;233;6;4;28,8404;"Botellas"
"263";514;-1;286;6;3;183,9382;"Botellas"
"264";514;-1;464;6;3;14,1289;"Botellas"
"265";514;-1;375;6;4;1308,9375;"Botellas"
"266";514;-1;263;6;7;202,332;"Botellas"
"267";618;-1;369;2;3;1466,01;"Botellas"
"268";618;-1;331;2;3;469,794;"Botellas"
"269";618;-1;335;2;5;469,794;"Botellas"
"270";618;-1;325;2;3;469,794;"Botellas"
"271";618;-1;387;2;1;600,2625;"Botellas"
"272";618;-1;458;2;3;44,994;"Botellas"
"273";618;-1;368;2;5;1466,01;"Botellas"
"274";618;-1;341;2;1;469,794;"Botellas"
"275";618;-1;370;2;1;1466,01;"Botellas"
"276";618;-1;224;2;4;5,1865;"Botellas"
"277";618;-1;371;2;1;1308,9375;"Botellas"
"278";618;-1;321;2;2;469,794;"Botellas"
"279";618;-1;389;2;2;600,2625;"Botellas"
"280";618;-1;329;2;2;469,794;"Botellas"
"281";618;-1;373;2;4;1308,9375;"Botellas"
"282";618;-1;383;2;4;600,2625;"Botellas"
"283";618;-1;327;2;3;469,794;"Botellas"
"284";618;-1;339;2;2;469,794;"Botellas"
"285";618;-1;216;2;2;20,1865;"Botellas"
"286";618;-1;337;2;2;469,794;"Botellas"
"287";618;-1;385;2;1;600,2625;"Botellas"
"288";618;-1;233;2;5;28,8404;"Botellas"
"289";618;-1;375;2;2;1308,9375;"Botellas"
"290";618;-1;456;2;1;44,994;"Botellas"
"291";618;-1;221;2;1;20,1865;"Botellas"
"292";618;-1;381;2;4;600,2625;"Botellas"
"293";618;-1;377;2;1;1308,9375;"Botellas"
"294";440;-1;367;5;1;647,994;"Botellas"
"295";125;-1;421;2;3;196,329;"Botellas"
"296";125;-1;365;2;3;647,994;"Botellas"
"297";125;-1;367;2;2;647,994;"Botellas"
"298";125;-1;358;2;4;1229,4589;"Botellas"
"299";125;-1;354;2;4;1242,8518;"Botellas"
"300";125;-1;362;2;3;1229,4589;"Botellas"
"301";125;-1;470;2;9;22,794;"Botellas"
"302";125;-1;366;2;6;647,994;"Botellas"
"303";125;-1;420;2;1;141,615;"Botellas"
"304";125;-1;399;2;5;33,7745;"Botellas"
"305";125;-1;356;2;6;1242,8518;"Botellas"
"306";125;-1;428;2;2;209,256;"Botellas"
"307";125;-1;364;2;1;647,994;"Botellas"
"308";442;-1;358;6;1;1229,4589;"Botellas"
"309";442;-1;458;6;4;44,994;"Botellas"
"310";442;-1;352;6;1;1242,8518;"Botellas"
"311";442;-1;464;6;3;14,1289;"Botellas"
"312";442;-1;409;6;5;209,256;"Botellas"
"313";442;-1;294;6;1;744,2727;"Botellas"
"314";442;-1;360;6;2;1229,4589;"Botellas"
"315";442;-1;393;6;2;137,694;"Botellas"
"316";442;-1;397;6;1;24,2945;"Botellas"
"317";442;-1;445;6;3;35,994;"Botellas"
"318";442;-1;427;6;1;209,256;"Botellas"
"319";442;-1;459;6;3;53,994;"Botellas"
"320";442;-1;364;6;2;647,994;"Botellas"
"321";442;-1;216;6;2;20,1865;"Botellas"
"322";442;-1;421;6;3;196,329;"Botellas"
"323";442;-1;469;6;1;22,794;"Botellas"
"324";442;-1;453;6;3;35,994;"Botellas"
"325";442;-1;356;6;2;1242,8518;"Botellas"
"326";442;-1;305;6;2;736,1455;"Botellas"
"327";442;-1;420;6;5;141,615;"Botellas"
"328";442;-1;354;6;2;1242,8518;"Botellas"
"329";442;-1;399;6;3;33,7745;"Botellas"
"330";442;-1;470;6;4;22,794;"Botellas"
"331";442;-1;410;6;2;36,447;"Botellas"
"332";442;-1;308;6;2;744,2727;"Botellas"
"333";442;-1;448;6;5;11,994;"Botellas"
"334";442;-1;224;6;4;5,1865;"Botellas"
"335";442;-1;233;6;4;28,8404;"Botellas"
"336";442;-1;230;6;1;28,8404;"Botellas"
"337";442;-1;447;6;5;15;"Botellas"
"338";442;-1;213;6;6;20,1865;"Botellas"
"339";442;-1;456;6;6;44,994;"Botellas"
"340";442;-1;428;6;3;209,256;"Botellas"
"341";442;-1;366;6;2;647,994;"Botellas"
"342";442;-1;462;6;1;14,1289;"Botellas"
"343";442;-1;460;6;3;53,994;"Botellas"
"344";442;-1;221;6;4;20,1865;"Botellas"
"345";442;-1;236;6;4;28,8404;"Botellas"
"346";442;-1;365;6;1;647,994;"Botellas"
"347";442;-1;367;6;2;647,994;"Botellas"
"348";442;-1;297;6;1;736,1455;"Botellas"
"349";355;-1;399;7;2;33,7745;"Botellas"
"350";355;-1;362;7;2;1229,4589;"Botellas"
"351";355;-1;367;7;1;647,994;"Botellas"
"352";355;-1;365;7;2;647,994;"Botellas"
"353";355;-1;428;7;2;209,256;"Botellas"
"354";355;-1;409;7;1;209,256;"Botellas"
"355";355;-1;354;7;2;1242,8518;"Botellas"
"356";355;-1;470;7;10;22,794;"Botellas"
"357";355;-1;456;7;3;44,994;"Botellas"
"358";355;-1;421;7;1;196,329;"Botellas"
"359";355;-1;233;7;2;28,8404;"Botellas"
"360";355;-1;358;7;4;1229,4589;"Botellas"
"361";355;-1;360;7;5;1229,4589;"Botellas"
"362";355;-1;469;7;14;22,0342;"Cajas"
"363";355;-1;364;7;5;647,994;"Botellas"
"364";355;-1;366;7;3;647,994;"Botellas"
"365";355;-1;224;7;2;5,1865;"Botellas"
"366";355;-1;458;7;5;44,994;"Botellas"
"367";578;-1;365;1;1;647,994;"Botellas"
"368";146;-1;469;1;3;22,794;"Botellas"
"369";146;-1;458;1;4;44,994;"Botellas"
"370";146;-1;409;1;3;209,256;"Botellas"
"371";146;-1;233;1;4;28,8404;"Botellas"
"372";146;-1;470;1;15;20,8945;"Cajas"
"373";146;-1;356;1;4;1242,8518;"Botellas"
"374";146;-1;421;1;2;196,329;"Botellas"
"375";146;-1;358;1;3;1229,4589;"Botellas"
"376";146;-1;428;1;1;209,256;"Botellas"
"377";146;-1;354;1;7;1242,8518;"Botellas"
"378";146;-1;367;1;3;647,994;"Botellas"
"379";146;-1;456;1;3;44,994;"Botellas"
"380";146;-1;420;1;4;141,615;"Botellas"
"381";146;-1;360;1;4;1229,4589;"Botellas"
"382";146;-1;352;1;10;1242,8518;"Botellas"
"383";146;-1;362;1;10;1229,4589;"Botellas"
"384";146;-1;224;1;3;5,1865;"Botellas"
"385";146;-1;365;1;6;647,994;"Botellas"
"386";146;-1;366;1;4;647,994;"Botellas"
"387";146;-1;364;1;9;647,994;"Botellas"
"388";475;-1;470;4;6;22,794;"Botellas"
"389";475;-1;459;4;3;53,994;"Botellas"
"390";475;-1;445;4;2;35,994;"Botellas"
"391";475;-1;221;4;4;20,1865;"Botellas"
"392";475;-1;360;4;3;1229,4589;"Botellas"
"393";475;-1;308;4;1;744,2727;"Botellas"
"394";475;-1;305;4;1;736,1455;"Botellas"
"395";475;-1;356;4;6;1242,8518;"Botellas"
"396";475;-1;447;4;3;15;"Botellas"
"397";475;-1;458;4;5;44,994;"Botellas"
"398";475;-1;395;4;4;61,374;"Botellas"
"399";475;-1;354;4;3;1242,8518;"Botellas"
"400";475;-1;233;4;3;28,8404;"Botellas"
"401";475;-1;427;4;2;209,256;"Botellas"
"402";475;-1;421;4;1;196,329;"Botellas"
"403";475;-1;297;4;1;736,1455;"Botellas"
"404";475;-1;365;4;5;647,994;"Botellas"
"405";475;-1;396;4;1;74,838;"Botellas"
"406";475;-1;358;4;2;1229,4589;"Botellas"
"407";475;-1;453;4;10;35,994;"Botellas"
"408";475;-1;464;4;5;14,1289;"Botellas"
"409";475;-1;364;4;5;647,994;"Botellas"
"410";475;-1;362;4;3;1229,4589;"Botellas"
"411";475;-1;420;4;1;141,615;"Botellas"
"412";475;-1;366;4;2;647,994;"Botellas"
"413";475;-1;216;4;4;20,1865;"Botellas"
"414";475;-1;409;4;1;209,256;"Botellas"
"415";475;-1;367;4;1;647,994;"Botellas"
"416";475;-1;460;4;4;53,994;"Botellas"
"417";475;-1;213;4;3;20,1865;"Botellas"
"418";475;-1;393;4;3;137,694;"Botellas"
"419";475;-1;224;4;8;5,1865;"Botellas"
"420";475;-1;456;4;5;44,994;"Botellas"
"421";475;-1;397;4;2;24,2945;"Botellas"
"422";475;-1;230;4;1;28,8404;"Botellas"
"423";475;-1;352;4;2;1242,8518;"Botellas"
"424";475;-1;236;4;4;28,8404;"Botellas"
"425";475;-1;294;4;3;744,2727;"Botellas"
"426";475;-1;410;4;1;36,447;"Botellas"
"427";475;-1;448;4;5;11,994;"Botellas"
"428";17;-1;358;5;1;1229,4589;"Botellas"
"429";17;-1;468;5;2;22,794;"Botellas"
"430";315;-1;470;5;5;22,794;"Botellas"
"431";315;-1;233;5;3;28,8404;"Botellas"
"432";315;-1;354;5;6;1242,8518;"Botellas"
"433";315;-1;365;5;2;647,994;"Botellas"
"434";315;-1;367;5;1;647,994;"Botellas"
"435";315;-1;352;5;4;1242,8518;"Botellas"
"436";315;-1;362;5;2;1229,4589;"Botellas"
"437";315;-1;460;5;1;53,994;"Botellas"
"438";315;-1;420;5;1;141,615;"Botellas"
"439";315;-1;453;5;1;35,994;"Botellas"
"440";315;-1;399;5;3;33,7745;"Botellas"
"441";315;-1;421;5;5;196,329;"Botellas"
"442";315;-1;224;5;3;5,1865;"Botellas"
"443";315;-1;456;5;2;44,994;"Botellas"
"444";315;-1;469;5;9;22,794;"Botellas"
"445";315;-1;458;5;8;44,994;"Botellas"
"446";315;-1;221;5;1;20,1865;"Botellas"
"447";315;-1;358;5;2;1229,4589;"Botellas"
"448";315;-1;409;5;1;209,256;"Botellas"
"449";299;-1;464;6;5;14,1289;"Botellas"
"450";299;-1;271;6;2;202,332;"Botellas"
"451";299;-1;339;6;4;469,794;"Botellas"
"452";299;-1;323;6;3;469,794;"Botellas"
"453";299;-1;460;6;8;53,994;"Botellas"
"454";299;-1;447;6;6;15;"Botellas"
"455";299;-1;221;6;1;20,1865;"Botellas"
"456";299;-1;389;6;5;600,2625;"Botellas"
"457";299;-1;343;6;2;469,794;"Botellas"
"458";299;-1;233;6;2;28,8404;"Botellas"
"459";299;-1;448;6;5;11,994;"Botellas"
"460";299;-1;456;6;3;44,994;"Botellas"
"461";299;-1;325;6;3;469,794;"Botellas"
"462";299;-1;422;6;3;67,539;"Botellas"
"463";299;-1;236;6;3;28,8404;"Botellas"
"464";299;-1;230;6;5;28,8404;"Botellas"
"465";299;-1;213;6;4;20,1865;"Botellas"
"466";299;-1;459;6;6;53,994;"Botellas"
"467";299;-1;333;6;8;469,794;"Botellas"
"468";299;-1;369;6;2;1466,01;"Botellas"
"469";299;-1;265;6;1;202,332;"Botellas"
"470";299;-1;435;6;1;324,4527;"Botellas"
"471";299;-1;216;6;3;20,1865;"Botellas"
"472";299;-1;286;6;2;183,9382;"Botellas"
"473";299;-1;273;6;1;202,332;"Botellas"
"474";299;-1;445;6;1;35,994;"Botellas"
"475";299;-1;368;6;2;1466,01;"Botellas"
"476";299;-1;381;6;1;600,2625;"Botellas"
"477";299;-1;458;6;5;44,994;"Botellas"
"478";299;-1;433;6;7;324,4527;"Botellas"
"479";299;-1;263;6;3;202,332;"Botellas"
"480";299;-1;373;6;1;1308,9375;"Botellas"
"481";299;-1;375;6;1;1308,9375;"Botellas"
"482";299;-1;335;6;3;469,794;"Botellas"
"483";299;-1;224;6;8;5,1865;"Botellas"
"484";299;-1;453;6;2;35,994;"Botellas"
"485";480;-1;343;6;2;469,794;"Botellas"
"486";480;-1;325;6;1;469,794;"Botellas"
"487";480;-1;327;6;2;469,794;"Botellas"
"488";480;-1;329;6;1;469,794;"Botellas"
"489";139;-1;448;7;2;11,994;"Botellas"
"490";139;-1;447;7;5;15;"Botellas"
"491";139;-1;233;7;5;28,8404;"Botellas"
"492";139;-1;464;7;4;14,1289;"Botellas"
"493";139;-1;216;7;3;20,1865;"Botellas"
"494";139;-1;221;7;8;20,1865;"Botellas"
"495";139;-1;459;7;6;53,994;"Botellas"
"496";139;-1;460;7;2;53,994;"Botellas"
"497";139;-1;456;7;5;44,994;"Botellas"
"498";139;-1;230;7;5;28,8404;"Botellas"
"499";139;-1;327;7;4;469,794;"Botellas"
"500";139;-1;213;7;5;20,1865;"Botellas"
"501";139;-1;445;7;4;35,994;"Botellas"
"502";139;-1;343;7;2;469,794;"Botellas"
"503";139;-1;236;7;1;28,8404;"Botellas"
"504";139;-1;453;7;7;35,994;"Botellas"
"505";139;-1;458;7;3;44,994;"Botellas"
"506";227;-1;383;6;3;600,2625;"Botellas"
"507";227;-1;415;6;3;198,036;"Botellas"
"508";227;-1;329;6;5;469,794;"Botellas"
"509";227;-1;323;6;10;469,794;"Botellas"
"510";227;-1;286;6;6;183,9382;"Botellas"
"511";227;-1;335;6;3;469,794;"Botellas"
"512";227;-1;339;6;2;469,794;"Botellas"
"513";227;-1;273;6;3;202,332;"Botellas"
"514";227;-1;417;6;1;324,4527;"Botellas"
"515";227;-1;454;6;5;35,994;"Botellas"
"516";227;-1;461;6;1;53,994;"Botellas"
"517";227;-1;433;6;5;324,4527;"Botellas"
"518";227;-1;369;6;2;1466,01;"Botellas"
"519";227;-1;213;6;1;20,1865;"Botellas"
"520";227;-1;331;6;7;469,794;"Botellas"
"521";227;-1;254;6;2;183,9382;"Botellas"
"522";227;-1;265;6;3;202,332;"Botellas"
"523";227;-1;271;6;4;202,332;"Botellas"
"524";227;-1;462;6;1;14,1289;"Botellas"
"525";227;-1;343;6;5;469,794;"Botellas"
"526";227;-1;422;6;5;67,539;"Botellas"
"527";227;-1;327;6;8;469,794;"Botellas"
"528";227;-1;325;6;8;469,794;"Botellas"
"529";227;-1;381;6;7;600,2625;"Botellas"
"530";227;-1;368;6;1;1466,01;"Botellas"
"531";227;-1;435;6;1;324,4527;"Botellas"
"532";227;-1;333;6;2;469,794;"Botellas"
"533";227;-1;263;6;4;202,332;"Botellas"
"534";7;-1;352;1;1;1242,8518;"Botellas"
"535";7;-1;399;1;1;33,7745;"Botellas"
"536";7;-1;221;1;3;20,1865;"Botellas"
"537";7;-1;460;1;3;53,994;"Botellas"
"538";81;-1;325;5;3;469,794;"Botellas"
"539";81;-1;464;5;2;14,1289;"Botellas"
"540";81;-1;343;5;3;469,794;"Botellas"
"541";81;-1;236;5;3;28,8404;"Botellas"
"542";81;-1;329;5;3;469,794;"Botellas"
