"";"Distribuidor ID";"Cliente ID";"Producto ID";"Territorio Venta ID";"Cantidad";"Precio Unitario";"tipo"
"130";290;-1;325;1;8;469,794;1
"131";290;-1;373;1;5;1308,9375;1
"132";290;-1;263;1;1;202,332;1
"133";290;-1;383;1;7;600,2625;1
"134";290;-1;286;1;2;183,9382;1
"135";290;-1;433;1;5;324,4527;1
"136";290;-1;331;1;1;469,794;1
"137";290;-1;389;1;5;600,2625;1
"138";290;-1;422;1;2;67,539;1
"139";290;-1;339;1;1;469,794;1
"140";290;-1;327;1;4;469,794;1
"141";290;-1;329;1;3;469,794;1
"142";290;-1;323;1;7;469,794;1
"143";290;-1;335;1;1;469,794;1
"144";290;-1;381;1;4;600,2625;1
"145";290;-1;271;1;3;202,332;1
"146";290;-1;368;1;3;1466,01;1
"147";290;-1;461;1;5;53,994;1
"148";290;-1;445;1;2;35,994;1
"149";290;-1;462;1;3;14,1289;1
"150";325;-1;470;1;2;22,794;1
"151";673;-1;409;1;3;209,256;1
"152";245;-1;399;6;7;33,7745;1
"153";245;-1;395;6;11;59,3282;1
"154";245;-1;397;6;5;24,2945;1
"155";245;-1;420;6;3;141,615;1
"156";245;-1;428;6;4;209,256;1
"157";245;-1;410;6;2;36,447;1
"158";245;-1;421;6;4;196,329;1
"159";245;-1;427;6;4;209,256;1
"160";245;-1;308;6;2;744,2727;1
"161";245;-1;360;6;4;1229,4589;1
"162";245;-1;352;6;4;1242,8518;1
"163";245;-1;297;6;1;736,1455;1
"164";245;-1;393;6;3;137,694;1
"165";245;-1;469;6;2;22,794;1
"166";245;-1;358;6;2;1229,4589;1
"167";184;-1;456;4;6;44,994;1
"168";184;-1;399;4;2;33,7745;1
"169";184;-1;230;4;2;28,8404;1
"170";184;-1;427;4;3;209,256;1
"171";184;-1;224;4;8;5,1865;1
"172";184;-1;447;4;5;15;1
"173";184;-1;460;4;2;53,994;1
"174";184;-1;464;4;7;14,1289;1
"175";184;-1;297;4;3;736,1455;1
"176";184;-1;410;4;2;36,447;1
"177";184;-1;395;4;6;61,374;1
"178";184;-1;233;4;6;28,8404;1
"179";184;-1;428;4;1;209,256;1
"180";184;-1;458;4;1;44,994;1
"181";184;-1;221;4;2;20,1865;1
"182";184;-1;420;4;4;141,615;1
"183";184;-1;216;4;2;20,1865;1
"184";184;-1;358;4;2;1229,4589;1
"185";184;-1;308;4;1;744,2727;1
"186";184;-1;213;4;3;20,1865;1
"187";184;-1;393;4;3;137,694;1
"188";184;-1;470;4;4;22,794;1
"189";184;-1;448;4;3;11,994;1
"190";506;-1;367;1;9;647,994;1
"191";506;-1;233;1;4;28,8404;1
"192";506;-1;458;1;2;44,994;1
"193";506;-1;358;1;8;1229,4589;1
"194";506;-1;362;1;3;1229,4589;1
"195";506;-1;421;1;5;196,329;1
"196";506;-1;352;1;7;1242,8518;1
"197";506;-1;356;1;8;1242,8518;1
"198";506;-1;365;1;2;647,994;1
"199";506;-1;399;1;4;33,7745;1
"200";506;-1;360;1;8;1229,4589;1
"201";506;-1;420;1;6;141,615;1
"202";506;-1;428;1;2;209,256;1
"203";506;-1;456;1;2;44,994;1
"204";506;-1;470;1;9;22,794;1
"205";506;-1;469;1;6;22,794;1
"206";506;-1;364;1;1;647,994;1
"207";506;-1;354;1;11;1201,4234;1
"208";506;-1;224;1;3;5,1865;1
"209";506;-1;366;1;9;647,994;1
"210";380;-1;470;1;4;22,794;1
"211";380;-1;358;1;4;1229,4589;1
"212";380;-1;360;1;3;1229,4589;1
"213";380;-1;468;1;1;22,794;1
"214";380;-1;469;1;1;22,794;1
"215";183;-1;358;3;1;1229,4589;1
"216";183;-1;469;3;4;22,794;1
"217";183;-1;470;3;8;22,794;1
"218";183;-1;468;3;2;22,794;1
"219";698;-1;325;1;2;469,794;1
"220";698;-1;323;1;1;469,794;1
"221";698;-1;329;1;1;469,794;1
"222";698;-1;343;1;3;469,794;1
"223";514;-1;224;6;1;5,1865;1
"224";514;-1;221;6;6;20,1865;1
"225";514;-1;236;6;1;28,8404;1
"226";514;-1;389;6;2;600,2625;1
"227";514;-1;265;6;4;202,332;1
"228";514;-1;323;6;6;469,794;1
"229";514;-1;454;6;1;35,994;1
"230";514;-1;448;6;4;11,994;1
"231";514;-1;273;6;5;202,332;1
"232";514;-1;213;6;3;20,1865;1
"233";514;-1;458;6;9;44,994;1
"234";514;-1;462;6;5;14,1289;1
"235";514;-1;460;6;3;53,994;1
"236";514;-1;325;6;3;469,794;1
"237";514;-1;383;6;6;600,2625;1
"238";514;-1;331;6;3;469,794;1
"239";514;-1;343;6;15;430,6445;2
"240";514;-1;329;6;3;469,794;1
"241";514;-1;230;6;2;28,8404;1
"242";514;-1;339;6;5;469,794;1
"243";514;-1;333;6;6;469,794;1
"244";514;-1;369;6;2;1466,01;1
"245";514;-1;415;6;2;198,036;1
"246";514;-1;271;6;8;202,332;1
"247";514;-1;433;6;5;324,4527;1
"248";514;-1;381;6;5;600,2625;1
"249";514;-1;453;6;3;35,994;1
"250";514;-1;216;6;5;20,1865;1
"251";514;-1;459;6;5;53,994;1
"252";514;-1;422;6;4;67,539;1
"253";514;-1;254;6;2;183,9382;1
"254";514;-1;447;6;5;15;1
"255";514;-1;373;6;3;1308,9375;1
"256";514;-1;417;6;3;324,4527;1
"257";514;-1;456;6;5;44,994;1
"258";514;-1;368;6;2;1466,01;1
"259";514;-1;435;6;4;324,4527;1
"260";514;-1;445;6;2;35,994;1
"261";514;-1;327;6;1;469,794;1
"262";514;-1;233;6;4;28,8404;1
"263";514;-1;286;6;3;183,9382;1
"264";514;-1;464;6;3;14,1289;1
"265";514;-1;375;6;4;1308,9375;1
"266";514;-1;263;6;7;202,332;1
"267";618;-1;369;2;3;1466,01;1
"268";618;-1;331;2;3;469,794;1
"269";618;-1;335;2;5;469,794;1
"270";618;-1;325;2;3;469,794;1
"271";618;-1;387;2;1;600,2625;1
"272";618;-1;458;2;3;44,994;1
"273";618;-1;368;2;5;1466,01;1
"274";618;-1;341;2;1;469,794;1
"275";618;-1;370;2;1;1466,01;1
"276";618;-1;224;2;4;5,1865;1
"277";618;-1;371;2;1;1308,9375;1
"278";618;-1;321;2;2;469,794;1
"279";618;-1;389;2;2;600,2625;1
"280";618;-1;329;2;2;469,794;1
"281";618;-1;373;2;4;1308,9375;1
"282";618;-1;383;2;4;600,2625;1
"283";618;-1;327;2;3;469,794;1
"284";618;-1;339;2;2;469,794;1
"285";618;-1;216;2;2;20,1865;1
"286";618;-1;337;2;2;469,794;1
"287";618;-1;385;2;1;600,2625;1
"288";618;-1;233;2;5;28,8404;1
"289";618;-1;375;2;2;1308,9375;1
"290";618;-1;456;2;1;44,994;1
"291";618;-1;221;2;1;20,1865;1
"292";618;-1;381;2;4;600,2625;1
"293";618;-1;377;2;1;1308,9375;1
"294";440;-1;367;5;1;647,994;1
"295";125;-1;421;2;3;196,329;1
"296";125;-1;365;2;3;647,994;1
"297";125;-1;367;2;2;647,994;1
"298";125;-1;358;2;4;1229,4589;1
"299";125;-1;354;2;4;1242,8518;1
"300";125;-1;362;2;3;1229,4589;1
"301";125;-1;470;2;9;22,794;1
"302";125;-1;366;2;6;647,994;1
"303";125;-1;420;2;1;141,615;1
"304";125;-1;399;2;5;33,7745;1
"305";125;-1;356;2;6;1242,8518;1
"306";125;-1;428;2;2;209,256;1
"307";125;-1;364;2;1;647,994;1
"308";442;-1;358;6;1;1229,4589;1
"309";442;-1;458;6;4;44,994;1
"310";442;-1;352;6;1;1242,8518;1
"311";442;-1;464;6;3;14,1289;1
"312";442;-1;409;6;5;209,256;1
"313";442;-1;294;6;1;744,2727;1
"314";442;-1;360;6;2;1229,4589;1
"315";442;-1;393;6;2;137,694;1
"316";442;-1;397;6;1;24,2945;1
"317";442;-1;445;6;3;35,994;1
"318";442;-1;427;6;1;209,256;1
"319";442;-1;459;6;3;53,994;1
"320";442;-1;364;6;2;647,994;1
"321";442;-1;216;6;2;20,1865;1
"322";442;-1;421;6;3;196,329;1
"323";442;-1;469;6;1;22,794;1
"324";442;-1;453;6;3;35,994;1
"325";442;-1;356;6;2;1242,8518;1
"326";442;-1;305;6;2;736,1455;1
"327";442;-1;420;6;5;141,615;1
"328";442;-1;354;6;2;1242,8518;1
"329";442;-1;399;6;3;33,7745;1
"330";442;-1;470;6;4;22,794;1
"331";442;-1;410;6;2;36,447;1
"332";442;-1;308;6;2;744,2727;1
"333";442;-1;448;6;5;11,994;1
"334";442;-1;224;6;4;5,1865;1
"335";442;-1;233;6;4;28,8404;1
"336";442;-1;230;6;1;28,8404;1
"337";442;-1;447;6;5;15;1
"338";442;-1;213;6;6;20,1865;1
"339";442;-1;456;6;6;44,994;1
"340";442;-1;428;6;3;209,256;1
"341";442;-1;366;6;2;647,994;1
"342";442;-1;462;6;1;14,1289;1
"343";442;-1;460;6;3;53,994;1
"344";442;-1;221;6;4;20,1865;1
"345";442;-1;236;6;4;28,8404;1
"346";442;-1;365;6;1;647,994;1
"347";442;-1;367;6;2;647,994;1
"348";442;-1;297;6;1;736,1455;1
"349";355;-1;399;7;2;33,7745;1
"350";355;-1;362;7;2;1229,4589;1
"351";355;-1;367;7;1;647,994;1
"352";355;-1;365;7;2;647,994;1
"353";355;-1;428;7;2;209,256;1
"354";355;-1;409;7;1;209,256;1
"355";355;-1;354;7;2;1242,8518;1
"356";355;-1;470;7;10;22,794;1
"357";355;-1;456;7;3;44,994;1
"358";355;-1;421;7;1;196,329;1
"359";355;-1;233;7;2;28,8404;1
"360";355;-1;358;7;4;1229,4589;1
"361";355;-1;360;7;5;1229,4589;1
"362";355;-1;469;7;14;22,0342;2
"363";355;-1;364;7;5;647,994;1
"364";355;-1;366;7;3;647,994;1
"365";355;-1;224;7;2;5,1865;1
"366";355;-1;458;7;5;44,994;1
"367";578;-1;365;1;1;647,994;1
"368";146;-1;469;1;3;22,794;1
"369";146;-1;458;1;4;44,994;1
"370";146;-1;409;1;3;209,256;1
"371";146;-1;233;1;4;28,8404;1
"372";146;-1;470;1;15;20,8945;2
"373";146;-1;356;1;4;1242,8518;1
"374";146;-1;421;1;2;196,329;1
"375";146;-1;358;1;3;1229,4589;1
"376";146;-1;428;1;1;209,256;1
"377";146;-1;354;1;7;1242,8518;1
"378";146;-1;367;1;3;647,994;1
"379";146;-1;456;1;3;44,994;1
"380";146;-1;420;1;4;141,615;1
"381";146;-1;360;1;4;1229,4589;1
"382";146;-1;352;1;10;1242,8518;1
"383";146;-1;362;1;10;1229,4589;1
"384";146;-1;224;1;3;5,1865;1
"385";146;-1;365;1;6;647,994;1
"386";146;-1;366;1;4;647,994;1
"387";146;-1;364;1;9;647,994;1
"388";475;-1;470;4;6;22,794;1
"389";475;-1;459;4;3;53,994;1
"390";475;-1;445;4;2;35,994;1
"391";475;-1;221;4;4;20,1865;1
"392";475;-1;360;4;3;1229,4589;1
"393";475;-1;308;4;1;744,2727;1
"394";475;-1;305;4;1;736,1455;1
"395";475;-1;356;4;6;1242,8518;1
"396";475;-1;447;4;3;15;1
"397";475;-1;458;4;5;44,994;1
"398";475;-1;395;4;4;61,374;1
"399";475;-1;354;4;3;1242,8518;1
"400";475;-1;233;4;3;28,8404;1
"401";475;-1;427;4;2;209,256;1
"402";475;-1;421;4;1;196,329;1
"403";475;-1;297;4;1;736,1455;1
"404";475;-1;365;4;5;647,994;1
"405";475;-1;396;4;1;74,838;1
"406";475;-1;358;4;2;1229,4589;1
"407";475;-1;453;4;10;35,994;1
"408";475;-1;464;4;5;14,1289;1
"409";475;-1;364;4;5;647,994;1
"410";475;-1;362;4;3;1229,4589;1
"411";475;-1;420;4;1;141,615;1
"412";475;-1;366;4;2;647,994;1
"413";475;-1;216;4;4;20,1865;1
"414";475;-1;409;4;1;209,256;1
"415";475;-1;367;4;1;647,994;1
"416";475;-1;460;4;4;53,994;1
"417";475;-1;213;4;3;20,1865;1
"418";475;-1;393;4;3;137,694;1
"419";475;-1;224;4;8;5,1865;1
"420";475;-1;456;4;5;44,994;1
"421";475;-1;397;4;2;24,2945;1
"422";475;-1;230;4;1;28,8404;1
"423";475;-1;352;4;2;1242,8518;1
"424";475;-1;236;4;4;28,8404;1
"425";475;-1;294;4;3;744,2727;1
"426";475;-1;410;4;1;36,447;1
"427";475;-1;448;4;5;11,994;1
"428";17;-1;358;5;1;1229,4589;1
"429";17;-1;468;5;2;22,794;1
"430";315;-1;470;5;5;22,794;1
"431";315;-1;233;5;3;28,8404;1
"432";315;-1;354;5;6;1242,8518;1
"433";315;-1;365;5;2;647,994;1
"434";315;-1;367;5;1;647,994;1
"435";315;-1;352;5;4;1242,8518;1
"436";315;-1;362;5;2;1229,4589;1
"437";315;-1;460;5;1;53,994;1
"438";315;-1;420;5;1;141,615;1
"439";315;-1;453;5;1;35,994;1
"440";315;-1;399;5;3;33,7745;1
"441";315;-1;421;5;5;196,329;1
"442";315;-1;224;5;3;5,1865;1
"443";315;-1;456;5;2;44,994;1
"444";315;-1;469;5;9;22,794;1
"445";315;-1;458;5;8;44,994;1
"446";315;-1;221;5;1;20,1865;1
"447";315;-1;358;5;2;1229,4589;1
"448";315;-1;409;5;1;209,256;1
"449";299;-1;464;6;5;14,1289;1
"450";299;-1;271;6;2;202,332;1
"451";299;-1;339;6;4;469,794;1
"452";299;-1;323;6;3;469,794;1
"453";299;-1;460;6;8;53,994;1
"454";299;-1;447;6;6;15;1
"455";299;-1;221;6;1;20,1865;1
"456";299;-1;389;6;5;600,2625;1
"457";299;-1;343;6;2;469,794;1
"458";299;-1;233;6;2;28,8404;1
"459";299;-1;448;6;5;11,994;1
"460";299;-1;456;6;3;44,994;1
"461";299;-1;325;6;3;469,794;1
"462";299;-1;422;6;3;67,539;1
"463";299;-1;236;6;3;28,8404;1
"464";299;-1;230;6;5;28,8404;1
"465";299;-1;213;6;4;20,1865;1
"466";299;-1;459;6;6;53,994;1
"467";299;-1;333;6;8;469,794;1
"468";299;-1;369;6;2;1466,01;1
"469";299;-1;265;6;1;202,332;1
"470";299;-1;435;6;1;324,4527;1
"471";299;-1;216;6;3;20,1865;1
"472";299;-1;286;6;2;183,9382;1
"473";299;-1;273;6;1;202,332;1
"474";299;-1;445;6;1;35,994;1
"475";299;-1;368;6;2;1466,01;1
"476";299;-1;381;6;1;600,2625;1
"477";299;-1;458;6;5;44,994;1
"478";299;-1;433;6;7;324,4527;1
"479";299;-1;263;6;3;202,332;1
"480";299;-1;373;6;1;1308,9375;1
"481";299;-1;375;6;1;1308,9375;1
"482";299;-1;335;6;3;469,794;1
"483";299;-1;224;6;8;5,1865;1
"484";299;-1;453;6;2;35,994;1
"485";480;-1;343;6;2;469,794;1
"486";480;-1;325;6;1;469,794;1
"487";480;-1;327;6;2;469,794;1
"488";480;-1;329;6;1;469,794;1
"489";139;-1;448;7;2;11,994;1
"490";139;-1;447;7;5;15;1
"491";139;-1;233;7;5;28,8404;1
"492";139;-1;464;7;4;14,1289;1
"493";139;-1;216;7;3;20,1865;1
"494";139;-1;221;7;8;20,1865;1
"495";139;-1;459;7;6;53,994;1
"496";139;-1;460;7;2;53,994;1
"497";139;-1;456;7;5;44,994;1
"498";139;-1;230;7;5;28,8404;1
"499";139;-1;327;7;4;469,794;1
"500";139;-1;213;7;5;20,1865;1
"501";139;-1;445;7;4;35,994;1
"502";139;-1;343;7;2;469,794;1
"503";139;-1;236;7;1;28,8404;1
"504";139;-1;453;7;7;35,994;1
"505";139;-1;458;7;3;44,994;1
"506";227;-1;383;6;3;600,2625;1
"507";227;-1;415;6;3;198,036;1
"508";227;-1;329;6;5;469,794;1
"509";227;-1;323;6;10;469,794;1
"510";227;-1;286;6;6;183,9382;1
"511";227;-1;335;6;3;469,794;1
"512";227;-1;339;6;2;469,794;1
"513";227;-1;273;6;3;202,332;1
"514";227;-1;417;6;1;324,4527;1
"515";227;-1;454;6;5;35,994;1
"516";227;-1;461;6;1;53,994;1
"517";227;-1;433;6;5;324,4527;1
"518";227;-1;369;6;2;1466,01;1
"519";227;-1;213;6;1;20,1865;1
"520";227;-1;331;6;7;469,794;1
"521";227;-1;254;6;2;183,9382;1
"522";227;-1;265;6;3;202,332;1
"523";227;-1;271;6;4;202,332;1
"524";227;-1;462;6;1;14,1289;1
"525";227;-1;343;6;5;469,794;1
"526";227;-1;422;6;5;67,539;1
"527";227;-1;327;6;8;469,794;1
"528";227;-1;325;6;8;469,794;1
"529";227;-1;381;6;7;600,2625;1
"530";227;-1;368;6;1;1466,01;1
"531";227;-1;435;6;1;324,4527;1
"532";227;-1;333;6;2;469,794;1
"533";227;-1;263;6;4;202,332;1
"534";7;-1;352;1;1;1242,8518;1
"535";7;-1;399;1;1;33,7745;1
"536";7;-1;221;1;3;20,1865;1
"537";7;-1;460;1;3;53,994;1
"538";81;-1;325;5;3;469,794;1
"539";81;-1;464;5;2;14,1289;1
"540";81;-1;343;5;3;469,794;1
"541";81;-1;236;5;3;28,8404;1
"542";81;-1;329;5;3;469,794;1
"543";81;-1;460;5;5;53,994;1
"544";81;-1;448;5;3;11,994;1
"545";81;-1;271;5;1;202,332;1
"546";81;-1;389;5;1;600,2625;1
"547";81;-1;435;5;3;324,4527;1
"548";81;-1;369;5;1;1466,01;1
"549";81;-1;327;5;5;469,794;1
"550";81;-1;323;5;4;469,794;1
"551";81;-1;417;5;1;324,4527;1
"552";81;-1;433;5;1;324,4527;1
"553";81;-1;335;5;2;469,794;1
"554";81;-1;221;5;3;20,1865;1
"555";81;-1;213;5;2;20,1865;1
"556";81;-1;456;5;1;44,994;1
"557";81;-1;233;5;3;28,8404;1
"558";81;-1;373;5;5;1308,9375;1
"559";81;-1;447;5;3;15;1
"560";81;-1;445;5;5;35,994;1
"561";81;-1;381;5;1;600,2625;1
"562";81;-1;375;5;3;1308,9375;1
"563";81;-1;230;5;3;28,8404;1
"564";81;-1;462;5;2;14,1289;1
"565";81;-1;333;5;2;469,794;1
"566";81;-1;458;5;5;44,994;1
"567";81;-1;331;5;4;469,794;1
"568";81;-1;461;5;2;53,994;1
"569";81;-1;459;5;3;53,994;1
"570";81;-1;339;5;5;469,794;1
"571";81;-1;383;5;4;600,2625;1
"572";81;-1;453;5;4;35,994;1
"573";81;-1;216;5;5;20,1865;1
"574";81;-1;286;5;1;183,9382;1
"575";81;-1;422;5;1;67,539;1
"576";81;-1;224;5;6;5,1865;1
"577";81;-1;368;5;2;1466,01;1
"578";437;-1;364;4;4;647,994;1
"579";437;-1;428;4;1;209,256;1
"580";437;-1;470;4;24;20,8945;3
"581";437;-1;356;4;2;1242,8518;1
"582";437;-1;352;4;2;1242,8518;1
"583";437;-1;420;4;2;141,615;1
"584";437;-1;366;4;1;647,994;1
"585";437;-1;360;4;4;1229,4589;1
"586";437;-1;365;4;5;647,994;1
"587";437;-1;399;4;1;33,7745;1
"588";437;-1;358;4;1;1229,4589;1
"589";437;-1;367;4;3;647,994;1
"590";437;-1;362;4;5;1229,4589;1
"591";119;-1;362;6;1;1229,4589;1
"592";119;-1;352;6;4;1242,8518;1
"593";119;-1;364;6;3;647,994;1
"594";119;-1;358;6;4;1229,4589;1
"595";119;-1;360;6;3;1229,4589;1
"596";119;-1;366;6;4;647,994;1
"597";119;-1;421;6;1;196,329;1
"598";119;-1;367;6;5;647,994;1
"599";119;-1;428;6;2;209,256;1
"600";119;-1;354;6;5;1242,8518;1
"601";119;-1;470;6;10;22,794;1
"602";119;-1;356;6;2;1242,8518;1
"603";119;-1;399;6;1;33,7745;1
"604";221;-1;389;4;2;600,2625;1
"605";221;-1;460;4;3;53,994;1
"606";221;-1;233;4;7;28,8404;1
"607";221;-1;331;4;3;469,794;1
"608";221;-1;236;4;5;28,8404;1
"609";221;-1;343;4;4;469,794;1
"610";221;-1;335;4;2;469,794;1
"611";221;-1;323;4;2;469,794;1
"612";221;-1;448;4;3;11,994;1
"613";221;-1;333;4;7;469,794;1
"614";221;-1;216;4;2;20,1865;1
"615";221;-1;422;4;1;67,539;1
"616";221;-1;383;4;1;600,2625;1
"617";221;-1;230;4;4;28,8404;1
"618";221;-1;339;4;2;469,794;1
"619";221;-1;458;4;3;44,994;1
"620";221;-1;462;4;3;14,1289;1
"621";221;-1;433;4;2;324,4527;1
"622";221;-1;375;4;1;1308,9375;1
"623";221;-1;213;4;4;20,1865;1
"624";221;-1;327;4;2;469,794;1
"625";221;-1;435;4;3;324,4527;1
"626";221;-1;447;4;7;15;1
"627";221;-1;325;4;5;469,794;1
"628";221;-1;373;4;1;1308,9375;1
"629";221;-1;329;4;2;469,794;1
"630";221;-1;456;4;4;44,994;1
"631";221;-1;461;4;3;53,994;1
"632";221;-1;286;4;3;183,9382;1
"633";221;-1;445;4;3;35,994;1
"634";221;-1;453;4;5;35,994;1
"635";221;-1;224;4;3;5,1865;1
"636";221;-1;464;4;1;14,1289;1
"637";221;-1;459;4;2;53,994;1
"638";221;-1;381;4;3;600,2625;1
"639";221;-1;221;4;5;20,1865;1
"640";594;-1;428;2;4;209,256;1
"641";594;-1;366;2;6;647,994;1
"642";594;-1;354;2;2;1242,8518;1
"643";594;-1;221;2;1;20,1865;1
"644";594;-1;365;2;7;647,994;1
"645";594;-1;358;2;2;1229,4589;1
"646";594;-1;362;2;3;1229,4589;1
"647";594;-1;421;2;3;196,329;1
"648";594;-1;460;2;2;53,994;1
"649";594;-1;367;2;2;647,994;1
"650";594;-1;233;2;4;28,8404;1
"651";594;-1;409;2;2;209,256;1
"652";594;-1;360;2;2;1229,4589;1
"653";594;-1;420;2;4;141,615;1
"654";594;-1;458;2;1;44,994;1
"655";594;-1;456;2;5;44,994;1
"656";594;-1;364;2;4;647,994;1
"657";594;-1;356;2;2;1242,8518;1
"658";594;-1;352;2;5;1242,8518;1
"659";594;-1;224;2;4;5,1865;1
"660";594;-1;470;2;28;18,995;3
"661";594;-1;469;2;6;22,794;1
"662";594;-1;399;2;3;33,7745;1
"663";538;-1;461;10;2;53,994;1
"664";538;-1;323;10;8;469,794;1
"665";538;-1;263;10;1;202,332;1
"666";538;-1;271;10;3;202,332;1
"667";538;-1;327;10;5;469,794;1
"668";538;-1;343;10;5;469,794;1
"669";538;-1;286;10;1;183,9382;1
"670";538;-1;254;10;2;183,9382;1
"671";538;-1;233;10;6;28,8404;1
"672";538;-1;381;10;5;600,2625;1
"673";538;-1;224;10;4;5,1865;1
"674";538;-1;216;10;3;20,1865;1
